Text,Category,Label,KG_Sent1,KG_Sent2
Chinese comics romance or not; the bestfriend/sister always steals the boyfriend they dated for don't know how many… https://t.co/IYx1wXgScp,medical,2,Chinese comics romance or not; the bestfriend/sister always steals the boyfriend they dated for don't know how many… https://t.co/IYx1wXgScp,Chinese comics romance or not; the bestfriend/sister always steals the boyfriend they dated for don't know how many… https://t.co/IYx1wXgScp
"RT @haniyaaaah_: exid: 
jeonghwa in j wide
heeyeon in sublime artist
lesol in banana culture
hyelin became a free agent

antis: exid d*sbnd…",entertainment,1,RT @haniyaaaah_: exid: jeonghwa in j wide heeyeon in sublime artist lesol in banana culture hyelin became a free agent antis: exid d*sbnd…,RT @haniyaaaah_: exid: jeonghwa in j wide heeyeon in sublime artist lesol in banana culture hyelin became a free agent antis: exid d*sbnd…
"RT @ians_india: Star #Indian cricketers #ViratKohli and #RohitSharma have won big at the #ICC Awards for the year 2019, which were announce…",sports,0,"RT @ians_india: Star #Indian cricketers #ViratKohli and #RohitSharma have won big at the #ICC Awards for the year 2019, which were announce…","RT @ians_india: Star #Indian cricketers #ViratKohli and #RohitSharma have won big at the #ICC Awards for the year 2019, which were announce…"
@KateWilliamsme Nothing to do with racism that’s just the intolerant loony identity politics lefties narrative. Bri… https://t.co/ddFUcRXnYJ,politics,3,@KateWilliamsme Nothing to do with racism that’s just the intolerant loony identity politics lefties narrative. Bri… https://t.co/ddFUcRXnYJ,@KateWilliamsme Nothing to do with racism that’s just the intolerant loony identity politics lefties narrative. Bri… https://t.co/ddFUcRXnYJ
"@rcubDFS Hey Rich, thanks for reaching out! We are still looking into this and will match all official stats before… https://t.co/pf0lPN0Uca",sports,0,"@rcubDFS Hey Rich, thanks for reaching out! We are still looking into this and will match all official stats before… https://t.co/pf0lPN0Uca","@rcubDFS Hey Rich, thanks for reaching out! We are still looking into this and will match all official stats before… https://t.co/pf0lPN0Uca"
"RT @kaitlancollins: We are still waiting on a response from the State Department on all of this. No comment yet. 

https://t.co/14048d33VG",politics,3,RT @kaitlancollins: We are still waiting on a response from the State Department(State agency) on all of this. No comment yet. https://t.co/14048d33VG,RT @kaitlancollins: We are still waiting on a response from State agency on all of this. No comment yet. https://t.co/14048d33VG
I feel so bad for people who didn't see the cats the musical the movie movie in theaters. It was truly a magical experience.,entertainment,1,I feel so bad for people who didn't see the cats the musical the movie movie in theaters. It was truly a magical experience.,I feel so bad for people who didn't see the cats the musical the movie movie in theaters. It was truly a magical experience.
"RT @trish_regan: We’re supposed to be ONE nation, under god, INDIVISIBLE ...
tonight would be a good time to drop the politics—in HONOR of…",politics,3,"RT @trish_regan: We’re supposed to be ONE nation, under god, INDIVISIBLE ... tonight would be a good time to drop the politics—in HONOR of…","RT @trish_regan: We’re supposed to be ONE nation, under god, INDIVISIBLE ... tonight would be a good time to drop the politics—in HONOR of…"
"RT @blackxagustd: 🐯: Well, after watching Rituals of Care, we were able to think a lot about the healing process of our souls through thing…",entertainment,1,"RT @blackxagustd: 🐯: Well, after watching Rituals of Care, we were able to think a lot about the healing process of our souls through thing…","RT @blackxagustd: 🐯: Well, after watching Rituals of Care, we were able to think a lot about the healing process of our souls through thing…"
RT @mfstern: @IvankaTrump Right....... https://t.co/NNGx7KL5oP,politics,3,RT @mfstern: @IvankaTrump Right....... https://t.co/NNGx7KL5oP,RT @mfstern: @IvankaTrump Right....... https://t.co/NNGx7KL5oP
RT @AureaAward: Starting  #Aurea Awards with the welcoming remarks from @MichaelMack and a first discussion on location based entertainment…,entertainment,1,RT @AureaAward: Starting #Aurea Awards with the welcoming remarks from @MichaelMack and a first discussion on location based entertainment…,RT @AureaAward: Starting #Aurea Awards with the welcoming remarks from @MichaelMack and a first discussion on location based entertainment…
RT @inquirerdotnet: Korean actor Park Seo-joon and member of global boy group @BTS_twt’ V expressed concern over the recent Taal Volcano er…,entertainment,1,RT @inquirerdotnet: Korean actor Park Seo-joon(South Korean actor) and member of global boy group @BTS_twt’ V expressed concern over the recent Taal Volcano(Lake in the Philippines) er…,RT @inquirerdotnet: Korean actor South Korean actor and member of global boy group @BTS_twt’ V expressed concern over the recent Lake in the Philippines er…
RT @AndrewFeinberg: NEW: Newly released documents show @RudyGiuliani knew he was working for @realDonaldTrump's personal benefit when he an…,politics,3,RT @AndrewFeinberg: NEW: Newly released documents show @RudyGiuliani knew he was working for @realDonaldTrump's personal benefit when he an…,RT @AndrewFeinberg: NEW: Newly released documents show @RudyGiuliani knew he was working for @realDonaldTrump's personal benefit when he an…
RT @slyy5: Anyone wanna go on a vacay to LA? Where I can meet a handsome actor who falls in love with me in a coffee shop and gets John Leg…,entertainment,1,RT @slyy5: Anyone wanna go on a vacay to LA? Where I can meet a handsome actor who falls in love with me in a coffee shop and gets John Leg(1939 film)…,RT @slyy5: Anyone wanna go on a vacay to LA? Where I can meet a handsome actor who falls in love with me in a coffee shop and gets 1939 film…
"RT @footballitalia: Olivier Giroud ought to have his #Inter medical over the weekend, claim Sky Sport Italia, after #Chelsea agreed a €4.5m…",medical,2,"RT @footballitalia: Olivier Giroud ought to have his #Inter(Football club) medical over the weekend, claim Sky Sport Italia, after #Chelsea(Football club) agreed a €4.5m…","RT @footballitalia: Olivier Giroud ought to have his #Football club medical over the weekend, claim Sky Sport Italia, after #Football club agreed a €4.5m…"
Conflating Bush with Trump is ttly stupid. Bush was not a human rights violator. That includes Trump policies at th… https://t.co/cLd4Ce7z9J,entertainment,1,Conflating Bush(41st U.S. President) with Trump(Musical instrument) is ttly stupid. Bush(41st U.S. President) was not a human rights violator. That includes Trump(Musical instrument) policies at th… https://t.co/cLd4Ce7z9J,Conflating 41st U.S. President with Musical instrument is ttly stupid. 41st U.S. President was not a human rights violator. That includes Musical instrument policies at th… https://t.co/cLd4Ce7z9J
@MMFlint Would there be a medical record of this knife attack? Because we’re gonna need those.,medical,2,@MMFlint Would there be a medical record of this knife attack? Because we’re gonna need those.,@MMFlint Would there be a medical record of this knife attack? Because we’re gonna need those.
"RT @honeyneve: MX story time: Tw//SAD

I just realized a lot of Newbebes don't know the story behind this clip 😔 This was taken at their fi…",entertainment,1,RT @honeyneve: MX story time: Tw//SAD I just realized a lot of Newbebes don't know the story behind this clip 😔 This was taken at their fi…,RT @honeyneve: MX story time: Tw//SAD I just realized a lot of Newbebes don't know the story behind this clip 😔 This was taken at their fi…
"Medical Office Specialist - Salt Lake City, UT   https://t.co/9sBjYXi0eB",medical,2,"Medical Office Specialist - Salt Lake City, UT https://t.co/9sBjYXi0eB","Medical Office Specialist - Salt Lake City, UT https://t.co/9sBjYXi0eB"
RT @MDMagazine: After #FDA committees voted 27-0 against recommending the NDA for oxycodogel (formerly NKTR-181) for treating chronic lower…,medical,2,RT @MDMagazine: After #FDA(Domestic airline) committees voted 27-0 against recommending the NDA(Government recruitment exam) for oxycodogel (formerly NKTR-181) for treating chronic lower…,RT @MDMagazine: After #Domestic airline committees voted 27-0 against recommending the Government recruitment exam for oxycodogel (formerly NKTR-181) for treating chronic lower…
"RT @desertfox61I: How false narrative created

Shameful @Raghav_Bahl 

A cab driver has
- Driving License
- Police Verification
- Registere…",politics,3,RT @desertfox61I: How false narrative created Shameful @Raghav_Bahl A cab driver has - Driving License - Police Verification - Registere…,RT @desertfox61I: How false narrative created Shameful @Raghav_Bahl A cab driver has - Driving License - Police Verification - Registere…
RT @TODAYshow: Heavy smoke from the massive brush fires is now impacting Australia’s busiest airport and matches to qualify for the Austral…,sports,0,RT @TODAYshow: Heavy smoke from the massive brush fires is now impacting Australia’s busiest airport and matches to qualify for the Austral…,RT @TODAYshow: Heavy smoke from the massive brush fires is now impacting Australia’s busiest airport and matches to qualify for the Austral…
This girl could make me watch tennis. Saying this even after she ruined her first major title? Class https://t.co/GrQgAoQzhU,sports,0,This girl could make me watch tennis. Saying this even after she ruined her first major title? Class https://t.co/GrQgAoQzhU,This girl could make me watch tennis. Saying this even after she ruined her first major title? Class https://t.co/GrQgAoQzhU
"RT @JMehta65: Good..Before World Series Championship, there was no day and night cricket..
For day and night cricket, electricity is consum…",sports,0,"RT @JMehta65: Good..Before World Series Championship, there was no day and night cricket.. For day and night cricket, electricity is consum…","RT @JMehta65: Good..Before World Series Championship, there was no day and night cricket.. For day and night cricket, electricity is consum…"
RT @citrusslut: and then on the third day.. tennis court by lorde came out,sports,0,RT @citrusslut: and then on the third day.. tennis court by lorde came out,RT @citrusslut: and then on the third day.. tennis court by lorde came out
"Finally she is revealed.

https://t.co/sgOUhiHSNG https://t.co/ZRUcy4swRP",politics,3,Finally she is revealed. https://t.co/sgOUhiHSNG https://t.co/ZRUcy4swRP,Finally she is revealed. https://t.co/sgOUhiHSNG https://t.co/ZRUcy4swRP
Pelosi calls for witnesses at Trump trial new evidence https://t.co/XD2faprylW via @nbcnews Pelosi you still have t… https://t.co/FwS5sZ41O5,politics,3,Pelosi calls for witnesses at Trump trial new evidence https://t.co/XD2faprylW via @nbcnews Pelosi you still have t… https://t.co/FwS5sZ41O5,Pelosi calls for witnesses at Trump trial new evidence https://t.co/XD2faprylW via @nbcnews Pelosi you still have t… https://t.co/FwS5sZ41O5
RT @SoundTransit: Sounder south line train #1504 (5:26a Lakewood dep) will be significantly delayed due to medical emergency on the tracks…,medical,2,RT @SoundTransit: Sounder south line train #1504 (5:26a Lakewood(City in California) dep) will be significantly delayed due to medical emergency on the tracks…,RT @SoundTransit: Sounder south line train #1504 (5:26a City in California dep) will be significantly delayed due to medical emergency on the tracks…
"RT @bakoff333: Sidney Powell:
“When the govt breaches it’s agreement with the defendant , counsel is obligated to seek the appropriate reme…",politics,3,"RT @bakoff333: Sidney Powell(Film producer): “When the govt breaches it’s agreement with the defendant , counsel is obligated to seek the appropriate reme…","RT @bakoff333: Film producer: “When the govt breaches it’s agreement with the defendant , counsel is obligated to seek the appropriate reme…"
12% of Bernie supporters defected to Trump in 2016. And then there are the many voters who dropped out in the gener… https://t.co/ebMCuM4UDi,politics,3,12% of Bernie(American actress) supporters defected to Trump in 2016. And then there are the many voters who dropped out in the gener… https://t.co/ebMCuM4UDi,12% of American actress supporters defected to Trump in 2016. And then there are the many voters who dropped out in the gener… https://t.co/ebMCuM4UDi
RT @WIRED: Evans isn't naive. He knows A Starting Point probably won’t save America. But it could piece together some of what’s been broken…,politics,3,RT @WIRED: Evans isn't naive. He knows A Starting Point probably won’t save America. But it could piece together some of what’s been broken…,RT @WIRED: Evans isn't naive. He knows A Starting Point probably won’t save America. But it could piece together some of what’s been broken…
RT @EnemyAJ13O: medical Tik Tok when they realise they can belittle patients on social media for clout https://t.co/JXA42ff6UI,medical,2,RT @EnemyAJ13O: medical Tik Tok when they realise they can belittle patients on social media for clout https://t.co/JXA42ff6UI,RT @EnemyAJ13O: medical Tik Tok when they realise they can belittle patients on social media for clout https://t.co/JXA42ff6UI
RT @ItoniLl: Pelosi warns: 'Civilization as we know it today is at stake' in 2020 election - CNNPolitics .. In another words Nancy Pelosi i…,politics,3,RT @ItoniLl: Pelosi warns: 'Civilization as we know it today is at stake' in 2020 election - CNNPolitics .. In another words Nancy Pelosi(Speaker of the United States House of Representatives) i…,RT @ItoniLl: Pelosi warns: 'Civilization as we know it today is at stake' in 2020 election - CNNPolitics .. In another words Speaker of the United States House of Representatives i…
"@SykesCharlie Those people are there to be entertained, they don't keep up with politics or the news.",politics,3,"@SykesCharlie Those people are there to be entertained, they don't keep up with politics or the news.","@SykesCharlie Those people are there to be entertained, they don't keep up with politics or the news."
"RT @degree_or_death: @drharshvardhan @DrHVoffice sir,we the students of world medical college , jhajjar , haryana want justice.we are strug…",medical,2,"RT @degree_or_death: @drharshvardhan @DrHVoffice sir,we the students of world medical college(Public university in London, England) , jhajjar , haryana want justice.we are strug…","RT @degree_or_death: @drharshvardhan @DrHVoffice sir,we the students of Public university in London, England , jhajjar , haryana want justice.we are strug…"
2020 COULD be your year to get moving and change the lives of animals of the Midshore! Come see us at Idlewild Park… https://t.co/NAWSzvAdJg,sports,0,2020 COULD be your year to get moving and change the lives of animals of the Midshore! Come see us at Idlewild Park… https://t.co/NAWSzvAdJg,2020 COULD be your year to get moving and change the lives of animals of the Midshore! Come see us at Idlewild Park… https://t.co/NAWSzvAdJg
"RT @2jungarchive: Sistar concert together 👻
#2jung #exseol https://t.co/yPALkXOcy6",entertainment,1,RT @2jungarchive: Sistar concert together 👻 #2jung #exseol https://t.co/yPALkXOcy6,RT @2jungarchive: Sistar concert together 👻 #2jung #exseol https://t.co/yPALkXOcy6
"@bread157 @benshapiro But it’s not a great movie, you didn’t miss out aha",entertainment,1,"@bread157 @benshapiro But it’s not a great movie, you didn’t miss out aha","@bread157 @benshapiro But it’s not a great movie, you didn’t miss out aha"
I guess medical memes should always stay private cause y’all will never understand lol,medical,2,I guess medical memes should always stay private cause y’all will never understand lol,I guess medical memes should always stay private cause y’all will never understand lol
"RT @AnandWrites: .@rtraister's sage take on Sanders and Warren:

Worrying women will face special brutality in politics doesn't make Sander…",politics,3,RT @AnandWrites: .@rtraister's sage take on Sanders(Former White House Press Secretary) and Warren(American actress): Worrying women will face special brutality in politics doesn't make Sander…,RT @AnandWrites: .@rtraister's sage take on Former White House Press Secretary and American actress: Worrying women will face special brutality in politics doesn't make Sander…
RT @PresMUSC: Hearing great things about our new @MUSChealth West Ashley Medical Pavilion. I hope you'll take a look at this innovative way…,medical,2,RT @PresMUSC: Hearing great things about our new @MUSChealth West Ashley Medical Pavilion. I hope you'll take a look at this innovative way…,RT @PresMUSC: Hearing great things about our new @MUSChealth West Ashley Medical Pavilion. I hope you'll take a look at this innovative way…
One of the biggest deal breakers is that one direction updated their website after it had been deactivated in 2016.… https://t.co/aEZoOhJSLQ,entertainment,1,One of the biggest deal breakers is that one direction updated their website after it had been deactivated in 2016.… https://t.co/aEZoOhJSLQ,One of the biggest deal breakers is that one direction updated their website after it had been deactivated in 2016.… https://t.co/aEZoOhJSLQ
RT @dallasnews: Texas Gov. Greg Abbott has big political goals – and more cash to back them up https://t.co/i0Rm0oBV3G,politics,3,RT @dallasnews: Texas Gov. Greg Abbott(Governor of Texas) has big political goals – and more cash to back them up https://t.co/i0Rm0oBV3G,RT @dallasnews: Texas Gov. Governor of Texas has big political goals – and more cash to back them up https://t.co/i0Rm0oBV3G
"When MS Dhoni Comes to Bat for India 😂😂😂

#Cricket https://t.co/HOhPfBvYQ1",sports,0,When MS Dhoni(Indian cricketer) Comes to Bat(Animal) for India 😂😂😂 #Cricket https://t.co/HOhPfBvYQ1,When MS Indian cricketer Comes to Animal for India 😂😂😂 #Cricket https://t.co/HOhPfBvYQ1
"Attention goiz 😍
Follow him 😘
@shalmeen24 🥰
Nice tweets💕
Cricket fan💞
Lip tweets💖",sports,0,Attention goiz 😍 Follow him 😘 @shalmeen24 🥰 Nice tweets💕 Cricket fan💞 Lip(American actor) tweets💖,Attention goiz 😍 Follow him 😘 @shalmeen24 🥰 Nice tweets💕 Cricket fan💞 American actor tweets💖
RT @CTVNews: Scheer says only Iran at fault for plane shootdown after Trudeau says escalating tensions played a role https://t.co/JF0MbbnZU3,politics,3,RT @CTVNews: Scheer says only Iran at fault for plane shootdown after Trudeau(Prime Minister of Canada) says escalating tensions played a role https://t.co/JF0MbbnZU3,RT @CTVNews: Scheer says only Iran at fault for plane shootdown after Prime Minister of Canada says escalating tensions played a role https://t.co/JF0MbbnZU3
"RT @firedup79: @rfhyde1 ""Hyde had a disturbing episode at a Trump resort for which he had to be taken into custody by police and brought to…",politics,3,"RT @firedup79: @rfhyde1 ""Hyde had a disturbing episode at a Trump(Musical instrument) resort for which he had to be taken into custody by police and brought to…","RT @firedup79: @rfhyde1 ""Hyde had a disturbing episode at a Musical instrument resort for which he had to be taken into custody by police and brought to…"
"RT @AustralianOpen: How to save a match point - with a little help from Australia's firefighters.

@NickKyrgios | #Rally4Relief

To contrib…",sports,0,RT @AustralianOpen: How to save a match point - with a little help from Australia's firefighters. @NickKyrgios | #Rally4Relief To contrib…,RT @AustralianOpen: How to save a match point - with a little help from Australia's firefighters. @NickKyrgios | #Rally4Relief To contrib…
"RT @KouClownsMaster: Halsey seoul         HALSEY SEOUL
Concert will          CONCERT WILL
Be with the            BE WITH THE
Support of…",entertainment,1,RT @KouClownsMaster: Halsey seoul HALSEY SEOUL Concert will CONCERT WILL Be with the BE WITH THE Support of…,RT @KouClownsMaster: Halsey seoul HALSEY SEOUL Concert will CONCERT WILL Be with the BE WITH THE Support of…
"@Nandlal91485211 Hey, we have checked with our sources and wish to inform you that points awarded to Tanzid Hasan a… https://t.co/XJd1RsJJhW",sports,0,"@Nandlal91485211 Hey, we have checked with our sources and wish to inform you that points awarded to Tanzid Hasan(Cricketer) a… https://t.co/XJd1RsJJhW","@Nandlal91485211 Hey, we have checked with our sources and wish to inform you that points awarded to Cricketer a… https://t.co/XJd1RsJJhW"
Conn. candidate who deleted sexist tweet about Kamala Harris owes child support but gives big to Trump and GOP https://t.co/JZvMOErSsz,politics,3,Conn. candidate who deleted sexist tweet about Kamala Harris(United States Senator) owes child support but gives big to Trump and GOP(Television channel) https://t.co/JZvMOErSsz,Conn. candidate who deleted sexist tweet about United States Senator owes child support but gives big to Trump and Television channel https://t.co/JZvMOErSsz
@kymdolla @YourCorpBlkGirl Yes been there in N California was bad time . I departed could not stand the workplace s… https://t.co/EH0vozpy5B,medical,2,@kymdolla @YourCorpBlkGirl Yes been there in N California was bad time . I departed could not stand the workplace s… https://t.co/EH0vozpy5B,@kymdolla @YourCorpBlkGirl Yes been there in N California was bad time . I departed could not stand the workplace s… https://t.co/EH0vozpy5B
RT @PeterStefanovi2: BBC1 thinks Prince Harry having a chat with the Queen is more important than a Prime Minister suppressing a report int…,politics,3,RT @PeterStefanovi2: BBC1 thinks Prince Harry(British prince) having a chat with the Queen is more important than a Prime Minister suppressing a report int…,RT @PeterStefanovi2: BBC1 thinks British prince having a chat with the Queen is more important than a Prime Minister suppressing a report int…
There are so many offers on tickets @bathboxoffice including @HandfulSingers’ next concert ‘Revolution’ for which I… https://t.co/nmFnVTN0Fl,entertainment,1,There are so many offers on tickets @bathboxoffice including @HandfulSingers’ next concert ‘Revolution’ for which I… https://t.co/nmFnVTN0Fl,There are so many offers on tickets @bathboxoffice including @HandfulSingers’ next concert ‘Revolution’ for which I… https://t.co/nmFnVTN0Fl
"RT @ICC: Marnus Labuschagne had a stunning 2019 averaging 64.94 with the bat in Test cricket 🔥 

A deserving winner of the 2019 ICC Men's E…",sports,0,RT @ICC: Marnus Labuschagne(Australian cricketer) had a stunning 2019 averaging 64.94 with the bat in Test cricket 🔥 A deserving winner of the 2019 ICC Men's(Cricket tournament) E…,RT @ICC: Australian cricketer had a stunning 2019 averaging 64.94 with the bat in Test cricket 🔥 A deserving winner of the 2019 Cricket tournament E…
"Ukraine prosecutor offered information related to Biden in exchange for ambassador’s ouster, newly released materia… https://t.co/zRhzMyZZC7",politics,3,"Ukraine prosecutor offered information related to Biden in exchange for ambassador’s ouster, newly released materia… https://t.co/zRhzMyZZC7","Ukraine prosecutor offered information related to Biden in exchange for ambassador’s ouster, newly released materia… https://t.co/zRhzMyZZC7"
"RT @INCMinority: Condemnable statement that ""drug makers bribe doctors with women &amp; gadgets"" comes from none other than the Prime Minister…",medical,2,"RT @INCMinority: Condemnable statement that ""drug makers bribe doctors with women &amp; gadgets"" comes from none other than the Prime Minister…","RT @INCMinority: Condemnable statement that ""drug makers bribe doctors with women &amp; gadgets"" comes from none other than the Prime Minister…"
@SugarGenius123 @fixcric @ICC @imVkohli That is the my point.Dont explain to them.they dont understand because this… https://t.co/12vN6SZNSG,sports,0,@SugarGenius123 @fixcric @ICC @imVkohli That is the my point.Dont explain to them.they dont understand because this… https://t.co/12vN6SZNSG,@SugarGenius123 @fixcric @ICC @imVkohli That is the my point.Dont explain to them.they dont understand because this… https://t.co/12vN6SZNSG
"When was the last time you picked up the phone to talk to someone? Instead of a message marathon or texting tennis,… https://t.co/aqUIoFTvlR",sports,0,"When was the last time you picked up the phone to talk to someone? Instead of a message marathon or texting tennis,… https://t.co/aqUIoFTvlR","When was the last time you picked up the phone to talk to someone? Instead of a message marathon or texting tennis,… https://t.co/aqUIoFTvlR"
"@MattRacquet I watched Arthur Ashe, and then Guillermo Villas. He was fantastic to watch and then of course the Bjo… https://t.co/2BMYjBHuY3",sports,0,"@MattRacquet I watched Arthur Ashe(Stadium in Queens, New York), and then Guillermo Villas(Mexican aircraft pilot). He was fantastic to watch and then of course the Bjo… https://t.co/2BMYjBHuY3","@MattRacquet I watched Stadium in Queens, New York, and then Mexican aircraft pilot. He was fantastic to watch and then of course the Bjo… https://t.co/2BMYjBHuY3"
"RT @NewDay: ""I would caution against going to the extreme when we can solve big problems like delivering healthcare to every American witho…",politics,3,"RT @NewDay: ""I would caution against going to the extreme when we can solve big problems like delivering healthcare to every American witho…","RT @NewDay: ""I would caution against going to the extreme when we can solve big problems like delivering healthcare to every American witho…"
"RT @MichaelDadiego: Trump’s impeachment defense team: Top lawyers tapped for looming trial. LET THE GAMES BEGIN!
https://t.co/yIz9SvGgYa ⁦@…",politics,3,RT @MichaelDadiego: Trump(Musical instrument)’s impeachment defense team: Top lawyers tapped for looming trial. LET THE GAMES BEGIN! https://t.co/yIz9SvGgYa ⁦@…,RT @MichaelDadiego: Musical instrument’s impeachment defense team: Top lawyers tapped for looming trial. LET THE GAMES BEGIN! https://t.co/yIz9SvGgYa ⁦@…
RT @YssHeadOffice_: @ANI H.H Sant Shri Asharam Bapu Ji's Fake case is one of the biggest example of Misuse of POCSO Law and Error in Judgem…,medical,2,RT @YssHeadOffice_: @ANI H.H Sant Shri Asharam Bapu Ji's Fake case is one of the biggest example of Misuse of POCSO Law and Error in Judgem…,RT @YssHeadOffice_: @ANI H.H Sant Shri Asharam Bapu Ji's Fake case is one of the biggest example of Misuse of POCSO Law and Error in Judgem…
JOB: Scottsdale AZ USA - Medical Technician/Medical Assistant - GROWING Company - Camelback Medical Clini: Camelbac… https://t.co/UIYuBXrsIp,medical,2,JOB: Scottsdale AZ USA - Medical Technician/Medical Assistant - GROWING Company - Camelback Medical Clini: Camelbac… https://t.co/UIYuBXrsIp,JOB: Scottsdale AZ USA - Medical Technician/Medical Assistant - GROWING Company - Camelback Medical Clini: Camelbac… https://t.co/UIYuBXrsIp
I might fuck about and join a tennis club or something,sports,0,I might fuck about and join a tennis club or something,I might fuck about and join a tennis club or something
RT @claribetth: No offense but being successful in the medical field and making 6 figures actually sucks 😭😭😭,medical,2,RT @claribetth: No offense but being successful in the medical field and making 6 figures actually sucks 😭😭😭,RT @claribetth: No offense but being successful in the medical field and making 6 figures actually sucks 😭😭😭
@zimrobbie @Lewinzoe @ryanburl3 @ZimCricketv @Legslipp this is why I do not follow Zim cricket.,sports,0,@zimrobbie @Lewinzoe @ryanburl3 @ZimCricketv @Legslipp this is why I do not follow Zim cricket.,@zimrobbie @Lewinzoe @ryanburl3 @ZimCricketv @Legslipp this is why I do not follow Zim cricket.
google-news|The Warren-Sanders feud just got way worse|https://t.co/EyLX9f2UbD,politics,3,google(Technology company)-news|The Warren-Sanders feud just got way worse|https://t.co/EyLX9f2UbD,Technology company-news|The Warren-Sanders feud just got way worse|https://t.co/EyLX9f2UbD
@Jane20095048 @lporiginalg @Fl0r_Geneva I recently saw her other tik toks. There is an overwhelmingly large amount… https://t.co/H94e4J1AC4,medical,2,@Jane20095048 @lporiginalg @Fl0r_Geneva I recently saw her other tik toks. There is an overwhelmingly large amount… https://t.co/H94e4J1AC4,@Jane20095048 @lporiginalg @Fl0r_Geneva I recently saw her other tik toks. There is an overwhelmingly large amount… https://t.co/H94e4J1AC4
"🦊: I watched a lot since I was a trainee...Sunbae-nim rapping. RM sunbae-nim, Suga sunbae-nim, and Hope sunbae-nim.… https://t.co/lQwg7hrnp6",entertainment,1,"🦊: I watched a lot since I was a trainee...Sunbae-nim rapping. RM(Software company) sunbae-nim, Suga(South Korean rapper) sunbae-nim, and Hope sunbae-nim.… https://t.co/lQwg7hrnp6","🦊: I watched a lot since I was a trainee...Sunbae-nim rapping. Software company sunbae-nim, South Korean rapper sunbae-nim, and Hope sunbae-nim.… https://t.co/lQwg7hrnp6"
Marie Yovanovitch: Former Ukraine ambassador calls for investigation after documents suggest she was under surveill… https://t.co/ACYk01xzun,politics,3,Marie Yovanovitch(Former United States Ambassador to Ukraine): Former Ukraine ambassador calls for investigation after documents suggest she was under surveill… https://t.co/ACYk01xzun,Former United States Ambassador to Ukraine: Former Ukraine ambassador calls for investigation after documents suggest she was under surveill… https://t.co/ACYk01xzun
"@1followernodad Because it happened, it was important, and women were really no part of it.

If you want a war movi… https://t.co/oZ8IsFrXlN",entertainment,1,"@1followernodad Because it happened, it was important, and women were really no part of it. If you want a war movi… https://t.co/oZ8IsFrXlN","@1followernodad Because it happened, it was important, and women were really no part of it. If you want a war movi… https://t.co/oZ8IsFrXlN"
RT @bopinion: Americans got some fantastic health news last week: U.S. cancer deaths are plunging at the fastest rate ever https://t.co/qdy…,politics,3,RT @bopinion: Americans got some fantastic health news last week: U.S. cancer deaths are plunging at the fastest rate ever https://t.co/qdy…,RT @bopinion: Americans got some fantastic health news last week: U.S. cancer deaths are plunging at the fastest rate ever https://t.co/qdy…
"RT @IAHsWarrior: CSA should release #SandPaperSaga on Netflix. 

Something like ""watch the dramatic unraveling of Cricket Australia during…",sports,0,"RT @IAHsWarrior: CSA should release #SandPaperSaga on Netflix. Something like ""watch the dramatic unraveling of Cricket Australia(Company) during…","RT @IAHsWarrior: CSA should release #SandPaperSaga on Netflix. Something like ""watch the dramatic unraveling of Company during…"
"RT @Hemopexin: This series just changed the game in Philippine entertainment, script was well thought of, plot was well executed, and the a…",entertainment,1,"RT @Hemopexin: This series just changed the game in Philippine entertainment, script was well thought of, plot was well executed, and the a…","RT @Hemopexin: This series just changed the game in Philippine entertainment, script was well thought of, plot was well executed, and the a…"
"RT @lonelydeer_98: GIVEAWAY!

since i'm gonna buy new vernon doll, i decided to giveaway my old vernon doll. i will choose winner at 21st f…",entertainment,1,"RT @lonelydeer_98: GIVEAWAY! since i'm gonna buy new vernon doll, i decided to giveaway my old vernon doll. i will choose winner at 21st f…","RT @lonelydeer_98: GIVEAWAY! since i'm gonna buy new vernon doll, i decided to giveaway my old vernon doll. i will choose winner at 21st f…"
"Excellent analysis here by David Graeber—the ""curse of Centrism"", its virulent role in politics recently, &amp; its cul… https://t.co/uOtBqNpjr7",politics,3,"Excellent analysis here by David Graeber(American anthropologist)—the ""curse of Centrism"", its virulent role in politics recently, &amp; its cul… https://t.co/uOtBqNpjr7","Excellent analysis here by American anthropologist—the ""curse of Centrism"", its virulent role in politics recently, &amp; its cul… https://t.co/uOtBqNpjr7"
"RT @ChrisEvansForum: New article
https://t.co/J6Gpd0a6vR https://t.co/KJY0OaDwno",politics,3,RT @ChrisEvansForum: New article https://t.co/J6Gpd0a6vR https://t.co/KJY0OaDwno,RT @ChrisEvansForum: New article https://t.co/J6Gpd0a6vR https://t.co/KJY0OaDwno
RT @kpophappenings_: when that kpop boy group covered a kpop girl group’s song in their concert and introduced themselves as their ship nam…,entertainment,1,RT @kpophappenings_: when that kpop boy group covered a kpop girl group’s song in their concert and introduced themselves as their ship nam…,RT @kpophappenings_: when that kpop boy group covered a kpop girl group’s song in their concert and introduced themselves as their ship nam…
Professional tennis players held a charity event where they raised 4 million dollars for Australian Fire relief las… https://t.co/GmOyEAimiE,sports,0,Professional tennis players held a charity event where they raised 4 million dollars for Australian Fire relief las… https://t.co/GmOyEAimiE,Professional tennis players held a charity event where they raised 4 million dollars for Australian Fire relief las… https://t.co/GmOyEAimiE
